Video	Video title	Video publish time	Average view duration	Unique viewers	Average percentage viewed (%)	Views	Watch time (hours)	Subscribers	Impressions	Impressions click-through rate (%)
kiAu7gutbTo	DO *NOT* SPEND VC ON YOUR BUILD UNTIL YOU WATCH THIS VIDEO!!	"Sep 5, 2018"	0:02:50	662	27.89	734	34.8622	3	8976	4.57
z0qnpQDAWy8	HILARIOUS REACTIONS TO DELETED MYCAREER PLAYERS ON NBA 2K18	"Nov 9, 2017"	0:05:49	301	47.08	356	34.5919	0	4675	5.05
6i69CMbAVlU	I'M DONE PLAYING THE PLAYGROUND ON NBA 2K18 ...	"Oct 31, 2017"	0:07:59	225	40.3	257	34.2608	0	4521	3.76
WULerWKTgGI	99% OF NBA 2K PLAYERS WON'T MAKE IT THROUGH THIS VIDEO...	"Jun 3, 2017"	0:05:05	331	41.73	393	33.3471	2	4152	6.53
C3KqIGyc4Xg	#1 RANKED PS4 PLAYER TRIES PC VERSION OF NBA 2K18	"Dec 10, 2017"	0:04:13	425	32.84	466	32.8561	0	6270	5.58
RqNiR7Ap-Rs	EVERY LIE NBA 2K TOLD THIS YEAR! NEW REP SYSTEM + YEEZY'S + MORE	"May 14, 2017"	0:06:34	268	48.53	299	32.7705	0	6654	2.8
M4ThnF1QLIY	NBA 2K17 BOUGHT ME MY HOUSE & CAR...	"Aug 8, 2017"	0:03:10	533	17.71	615	32.4922	1	4913	9.22
TPxbor8zm0E	"NBA 2K19 LEAKS CONFIRMED, VC PRICE INCREASE IN 2K19, 2K LEARNS FROM MISTAKES?! #2KDramaAlert"	"Jun 27, 2018"	0:07:15	218	64.95	266	32.2005	0	5241	2.29
9E6Pbv4Aqwc	NBA 2K LEAGUE COMBINE: EVERYTHING YOU NEED TO KNOW	"Jan 27, 2018"	0:04:50	359	36.22	396	31.989	2	6187	4.51
BlIJK8v-GY8	THE GREATEST NBA 2K CHANNELS HAVE BEEN DELETED...	"Jan 25, 2018"	0:05:24	293	47.65	344	31.055	1	5153	4.41
h0S0dnTS_Uw	I BOUGHT & MODDED MY DREAM CAR...	"Jun 3, 2018"	0:04:41	364	40.49	396	30.9575	1	5044	4.92
2caVC6QEgLw	"""WHY AM I MISSING WIDE OPEN GOOD RELEASES IN NBA 2K19"" ... EXPLAINED!"	"Sep 12, 2018"	0:02:39	607	26.32	689	30.5818	5	8885	3.51
dTCpAK25-XA	THIS IS WHY I STOPPED PLAYING PARK ON NBA 2K18...	"Mar 12, 2018"	0:04:48	345	53.39	381	30.5674	0	4192	5.34
a9QCjyYrq4Q	MEEK MILL SHOWED UP TO THE PARK IN A BROWN SHIRT!! USING HIS IRL JUMPER IN 2K18!	"Apr 27, 2018"	0:06:23	251	56.25	287	30.5402	0	2930	4.54
2AWdEocg4LM	USING CLASSIC PLAYSTATION CONTROLLER TO GET ANKLEBREAKERS ON NBA 2K18	"Jan 3, 2018"	0:04:50	314	55.32	374	30.1731	0	4267	5.74
jTvdued7eT8	IM TIRED OF BEING DISRESPECTED BY NBA PLAYERS... AI COOKED ME!	"Dec 2, 2017"	0:07:09	203	61.95	243	28.977	0	3012	4.25
O_erG-zcXmg	2K LEAGUE PROSPECT IS DEFINTELY CUT AFTER THIS GAME-LOSING AIRBALL	"Feb 4, 2018"	0:04:06	380	37.53	418	28.5897	1	5297	5.66
k2XqYZP8ksM	"DEAR 2K, HOW IS NBA 2K19 STILL BROKEN A MONTH AFTER LAUNCH!!? @BELUBA"	"Oct 8, 2018"	0:04:49	308	33.62	351	28.2542	0	5298	4.3
LtnIGkRtqY4	RANKING NBA 2K18 AGAINST THE GREATEST AND WORST 2K GAMES	"Jul 18, 2018"	0:04:02	359	29.85	414	27.842	2	5306	4.92
e77i0QUJT6I	NBA 2K19 LEAKED GAMEPLAY FOOTAGE EXPOSED	"Mar 8, 2018"	0:05:35	261	51.36	294	27.3921	0	4045	4.35
s-WhmSTw5sA	THE DARK SIDE OF NBA 2K...	"Jan 29, 2018"	0:07:17	188	57.39	225	27.3301	0	3655	3.86
9y2hZDNpmPQ	AGENT 00 TRIES NBA TRIVIA ..... AND I AM NO LONGER A RAPTORS FAN....	"Aug 14, 2016"	0:01:28	957	11.53	1108	27.1887	0	5010	17.56
D-UTI0hLvU4	I bought kids 2k19 because they have been playing 2k17 for 3 years	"Dec 7, 2018"	0:05:06	294	49.81	317	27.0162	0	6853	2.58
kONwPWLZNwY	nba 2k19 has passed the point of no return...	"Jan 15, 2019"	0:04:22	324	46.54	366	26.7323	1	6661	3.32
vidCFzdlkJc	"NBA 2K19 LEAKS CONFIRMED, JORDAN REC RETURN, 2K SENDS LAWSUIT TO TROLL"	"Jul 15, 2018"	0:08:47	152	70.15	181	26.5242	0	4931	1.38
RZGPdSOprY0	XBOX vs PS4 CROSS PLAY FOR THE FIRST TIME IN NBA 2K HISTORY!	"Dec 7, 2018"	0:02:25	569	28.73	651	26.2848	4	8314	4.29
fSUg37ZeWHA	NBA 2K LEAGUE PLAYERS ARE LIVING LIKE KINGS!! RAPTORS UPRISING 2.5M HOUSE TOUR!	"Jun 24, 2018"	0:04:56	290	41.21	317	26.0932	1	5591	3.67
S9U1KhfjFWo	HILARIOUS 4FT VINCE CARTER MOD!! MAX DUNKING RATING! INSANE HIGH-FLYING POSTERIZERS!	"Mar 30, 2018"	0:04:46	301	36.77	321	25.5725	0	4155	4.96
g4bEWoJL4lI	COMPLETE BRAIN MELTDOWN USING THE 76ERS IN NBA 2K16	"Jul 25, 2016"	0:01:03	1196	15.85	1404	24.8533	0	5031	22.8
I0-q3HO_OpQ	TINY SLASHER BUILD!!! CONTACT DUNKS ON TALL PLAYERS & QUICK DRIBBLES!! FLOP VS. SUCCESS	"Jan 19, 2017"	0:03:27	393	46.83	428	24.6628	0	3865	6.65
mgj_2YWHGVw	NBA 2K19'S LIFE WILL DEPEND ON THIS...	"Mar 13, 2018"	0:06:41	198	36.3	219	24.4466	0	4926	2.72
K8AByzX51X8	NBA 2K17 - DENVER LEVINS PLAYING ON THE MYPARK!!!	"Nov 18, 2016"	0:06:53	195	55.16	210	24.0989	0	2484	3.99
do3aN7DiD6s	TINY SLASHER FLYING TO DUNK ON TOWERING DEFENDERS! DUNK CONTEST WITH TEAM OF SLASHERS!	"Jun 28, 2017"	0:04:45	262	58.89	302	23.9105	0	3071	5.37
cZOujcPGdaQ	GOLD vs. HALL OF FAME BADGES! THE DIFFERENCE WILL AMAZE YOU!	"Oct 4, 2017"	0:02:41	481	32.65	532	23.8353	2	4863	5.53
9TFCU2VF4T4	AVOID CREATING THESE POPULAR ARCHETYPES IN NBA 2K19! DON'T FALL FOR THE TRAP!	"Sep 3, 2018"	0:04:18	291	44.98	332	23.809	0	6088	4.02
Z1opEhD7GPI	My PLAYMAKER can SH00T better than your SHARPSH00TER	"Oct 16, 2017"	0:04:03	321	50.46	351	23.7141	1	4492	4.63
cH30Zz8HBzo	HILARIOUS NBA 2K18 GEMS YOU'VE NEVER DISCOVERED	"Aug 2, 2018"	0:07:41	150	59.24	182	23.3302	0	3585	3.12
dFR6729EmvU	GAME WINNER AT THE BUZZER TO WIN vs. #5 RANKED PRO-AM TEAM	"Jan 2, 2018"	0:03:50	305	46.75	362	23.2204	0	3930	6.39
0IMKgWnlx4I	SHOT OVER 3 DEFENDERS WITH A FEW SECONDS LEFT FOR 100 POINTS?!?	"Mar 17, 2017"	0:06:09	194	47.25	220	22.5818	0	2620	5.31
2BKyhrCcYe4	I'M A SHARPSH00TER WITH LIMITLESS RANGE ON FORTNITE	"Feb 14, 2018"	0:05:24	226	36.98	250	22.5483	0	2806	5.24
wgz4LB4VRRc	The 3 Things NBA 2K17 Desperately Needs	"Jul 19, 2016"	0:01:31	775	16.71	866	22.1136	0	4711	15.26
CgPCJAEHCAE	"NBA 2K CLOWNS EA FOR CONTROVERSY (EA APOLOGIZES), NEW BASKETBALL GAME TEASED"	"Aug 3, 2018"	0:08:12	127	63.12	161	22.0468	0	4777	1.61
Lgm_BRayhWQ	RETIRING ALL MY ARCHETYPES! ENTERING THE NBA 2K17 HALL OF FAME	"Aug 20, 2017"	0:05:40	204	52.11	228	21.5505	0	3296	4.04
78VdhumbvJc	RONNIE2K DIDN'T DESERVE THIS...	"Jul 31, 2018"	0:05:34	194	55.49	231	21.4708	0	4822	3.03
TZyDmhyxO4Q	THE 6'6 POST SCORER EXPERIMENT!! DOMINANT vs. FLOP!! AGENT 00'S NBA 2K17 POST SCORER BUILD	"Dec 31, 2016"	0:06:54	174	44.61	186	21.4134	0	3156	3.64
SPay7rJ50qM	TINY SLASHER COMPETES IN A MYPARK DUNK CONTEST IN NBA 2K17!! TEAM FULL OF SLASHER'S GO CRAZY!!	"Feb 18, 2017"	0:02:59	375	59.08	416	20.6876	0	3828	6.61
SvRYb5RHx_w	JR SMITH DM'D ME!! HITTING WILD CONTESTED 3'S ON NBA 2K17 MYPARK WITH JR SMITH!!!	"Apr 17, 2017"	0:05:26	201	42.68	227	20.5865	0	3905	3.71
8DOIH7yL0o8	AGENT 00 VS THE ENTIRE NBA 2K17 COMMUNITY IN CHICAGO!!! NBA 2K17 TOURNAMENT!!	"Oct 13, 2016"	0:03:45	285	18.52	327	20.4693	0	3738	6.74
pCXEwo19AB8	i lost all hope for nba 2k20...	"Jun 19, 2019"	0:03:29	312	37.94	347	20.2223	2	13150	1.69
pRCCUHp77rs	NBA 2K17 PLAYERS EXPLAIN WHY THEY STOPPED PLAYING NBA 2K18	"May 10, 2018"	0:04:30	241	68.51	263	19.7713	0	3803	2.89
bH3EZM9r-C8	THE NBA 2K LEAGUE DRAFT IS COMING UP	"Feb 20, 2018"	0:06:24	159	57.86	184	19.6349	0	3123	3.07
cEsdsRQNe84	"NBA 2K RELEASES GAMEPLAY DETAILS, NBA 2K PLAYGROUNDS 2 DOOMED?, RONNIE RAGING AT 2K"	"Jul 28, 2018"	0:07:37	127	64.78	153	19.4361	0	4749	1.52
ax7SZGVVlss	PRETENDING TO BE A PROFESSIONAL NBA 2K LEAGUE STAR ON THE PARK	"Jun 20, 2018"	0:04:49	221	63.04	240	19.2903	0	3294	3.46
bbPwjqmxYfI	WHAT 1000 HOURS OF POST SCORER EXPERIENCE LOOKS LIKE	"May 4, 2018"	0:06:14	167	55.97	185	19.2405	0	3107	3.83
HL7LchU20f4	PLAYING THE OLDEST NBA 2K ON THE SEGA DREAMCAST WITH ALL-TIME LEGENDS!! HILARIOUS GAMEPLAY	"May 12, 2018"	0:02:25	425	21.49	470	18.9908	4	8149	3.93
Z01hWJq0kSg	BREAKING DOWN 15 MINUTES OF NBA 2K19 GAMEPLAY! NBA 2K WASN'T LYING!!	"Aug 27, 2018"	0:05:47	168	40.7	185	17.8804	0	4149	2.6
wr0KpBxz_Gw	NEW NBA 2K18 PLAYGROUND CONFIRMED!! CHRIS SMOOVE LEFT THE 2K COMMUNITY?!?	"May 2, 2018"	0:05:05	171	63.74	208	17.641	0	4479	1.81
kdsQj3yedo0	"CHARLES BARKLEY AT SUNSET BEACH!!! POST FADES, HOOKS, CONTACT DUNKS!!"	"Jan 9, 2017"	0:05:34	170	52.33	188	17.4899	0	2216	5.32
1Mir0RAtzmQ	CRAZY NBA LIVE 18 ANKLEBREAKERS & POSTERIZERS IN ALL-STAR GAME!	"Aug 11, 2017"	0:03:43	247	47.7	281	17.4261	0	3386	5.2
i-CcMRIQw3o	NBA 2K LEAGUE KlLLED PRO-AM...	"Feb 16, 2018"	0:04:04	227	56.09	253	17.188	0	4041	3.44
9nGeK2i_Gnw	EVERYTHING WE KNOW ABOUT NBA 2K19 GAMEPLAY FROM RELEASED FOOTAGE	"Jul 22, 2018"	0:07:15	117	72.3	136	16.4432	1	4505	1.15
A23OQSd5LCc	NBA 2K18 - CAN YOU TELL THE DIFFERENCE BETWEEN A REAL AND FAKE GL1TCH?	"Nov 3, 2017"	0:07:24	119	52.71	133	16.4353	0	2730	3.04
TQhb-r3OJak	NBA 2K17 Mythbusters - FINDING OUT WHETHER LEFT-HANDED PLAYERS CAN SHOOT FASTER THAN RIGHT-HANDED!!	"Feb 27, 2017"	0:02:01	444	24.86	487	16.3808	0	4975	7.78
rhtfEgGQ9vw	MASSIVE BREAKDOWN IN OVERTIME TO THROW THE GAME vs #5 RANKED PRO-AM TEAM	"Jan 4, 2018"	0:05:32	147	54.98	175	16.1422	0	2962	3.71
1c9h0eboNGI	HOW TO LOCKDOWN 3 POINT SH00TERS ON NBA 2K18!	"Sep 28, 2017"	0:06:00	133	42.99	160	16.0288	0	3015	3.02
JP8PntULhr0	"DEVS FINALLY TRYING TO REVIVE NBA 2K18, NEW PATCH INCOMING, LOS POLLOS vs. CASH NASTY DRAMA"	"Jul 5, 2018"	0:06:21	127	67.99	151	15.9979	0	4316	1.65
wJZPeltnxCA	AVOID THESE 4 ERRORS WHEN CREATING YOUR PLAYER	"Dec 29, 2017"	0:06:11	145	57.65	153	15.7794	0	2913	2.99
